"fecha"	"dia"	"mes"	"ano"	"diasem"	"dem"	"temp"	"dem1"	"dem2"	"dem3"	"dem4"	"dem5"	"dem6"	"dem7"	"dem8"	"dem9"	"dem10"	"dem11"	"dem12"	"dem13"	"dem14"	"dem15"	"dem16"	"dem17"	"dem18"	"dem19"	"dem20"	"dem21"	"dem22"	"dem23"	"dem24"
20230324	24	3	2023	6	627	23.21	23824	22858	21985	21572	21588	22071	24514	27072	28238	28137	27993	27971	27871	27767	27442	26742	26314	26648	26898	28421	30093	29321	26896	24736
20230325	25	3	2023	7	555	22.87	23792	22570	21687	21061	20801	20740	21257	21557	22595	23823	24086	23748	23611	23658	23209	22455	22211	22335	23478	25264	27021	26643	24719	22873
20230326	26	3	2023	1	513	23.67	21663	20462	20048	19657	19185	19060	19242	19702	19634	20526	21514	21916	21766	21703	21802	20573	19871	20010	20916	22354	24932	26789	25698	23707
20230327	27	3	2023	2	605	21.18	22071	20772	20152	19800	19899	20689	23514	27097	28327	28239	27815	27251	26823	26733	26310	25514	25039	25215	25778	26616	28777	29864	27525	25000
20230328	28	3	2023	3	619	23.84	23687	22378	21560	21169	21106	21732	24245	27533	28860	28564	27681	27237	27428	27164	26680	26082	25533	25671	25853	26834	28959	29995	27569	25050
20230329	29	3	2023	4	612	25.66	23564	22289	21544	21183	21062	21805	24326	27656	28559	28214	27678	27127	26906	26673	26172	25497	24777	25052	25314	26723	28730	29685	27222	24625
20230330	30	3	2023	5	605	26.57	23358	22200	21568	21089	21029	21651	24129	27328	28179	27678	26596	26273	26169	25876	25565	24802	24875	24982	25470	26643	28616	29380	27067	24564
20230331	31	3	2023	6	601	25.31	23445	22270	21376	21097	20986	21575	23955	26838	27875	27691	27226	26649	26522	26497	25977	25205	24650	24733	25071	25871	27615	28236	26067	24024
20230401	1	4	2023	7	536	22.09	22878	21702	20756	20039	19710	19690	20178	21200	21970	23602	24281	23939	23345	23260	22602	21512	20733	21097	21842	23020	24720	26142	24594	22737
20230402	2	4	2023	1	491	20.49	21289	19881	18858	18387	18104	18178	18543	19213	19486	20589	21121	20950	20739	20821	20612	19568	19033	19101	19787	21049	23468	25533	24433	22587
20230403	3	4	2023	2	575	20.34	21164	20018	19418	18969	19009	19783	22342	25021	26213	26628	26141	25737	25493	25398	24997	24070	23739	24017	24665	25699	27649	28715	26452	24027
20230404	4	4	2023	3	590	19.92	22706	21545	20655	20346	20336	20875	23111	25662	26814	27236	26863	26214	25800	25543	24890	24119	24164	24395	24933	25887	27816	28982	26732	24348
20230405	5	4	2023	4	580	20.93	23065	21678	20662	20223	20134	20718	22833	25438	26573	27032	26714	26156	25719	25447	24702	23926	23607	23826	24103	24914	26525	27427	25280	23208
20230406	6	4	2023	5	510	21.78	21774	20385	19420	18825	18573	18732	19706	20870	21314	22180	22515	22370	22241	22128	21766	20798	20262	20414	20943	21836	23379	24781	23159	21378
20230407	7	4	2023	6	463	23.35	20277	19080	18122	17584	17314	17419	17992	18536	18555	19497	20168	19909	19523	19518	19311	18288	17825	18093	18783	19787	21351	23065	22287	20723
20230408	8	4	2023	7	477	25.06	19771	18548	17684	17125	16933	17090	17827	18520	19169	20512	21232	21093	20832	20762	20505	19601	19100	19352	19999	20891	22567	24204	22835	21108
20230409	9	4	2023	1	457	25.36	19537	18280	17342	16832	16586	16812	17130	17464	17764	18920	19805	19843	19559	19542	19334	18440	17891	18188	18958	20036	21922	23773	22637	20785
20230410	10	4	2023	2	507	26.12	19247	18147	17479	17095	17049	17517	18895	20788	21650	22576	22833	22418	22214	22360	22036	20999	20739	21129	21748	22805	24646	26283	24391	22278
20230411	11	4	2023	3	573	24.62	20978	19714	18852	18661	18791	19330	21892	24906	26083	26461	26204	25835	25798	25732	25100	24477	24251	24446	24730	25473	27260	28596	25994	23445
20230412	12	4	2023	4	597	24.07	22121	21099	20190	19861	19819	20365	22709	25660	26805	27015	26786	26654	26740	27045	26433	25763	25589	25740	25972	26734	28351	29144	26533	24220
20230413	13	4	2023	5	594	20.53	22932	21733	20791	20532	20403	20907	23069	25950	26990	27103	26680	26115	26060	25885	25443	24936	24585	24868	25077	26042	27881	28977	26612	24143
20230414	14	4	2023	6	598	23.04	22760	21738	20737	20364	20259	20900	23167	25842	27094	27637	27492	26910	26998	26704	26110	25140	24966	25242	25654	26188	27378	28601	26448	24136
20230415	15	4	2023	7	535	23.63	23035	21803	20980	20272	19988	19851	20314	20944	21910	23346	23804	23578	23446	23524	23012	21883	21137	21088	21754	22707	24155	25657	24273	22409
20230416	16	4	2023	1	487	22.63	21083	19972	18903	18286	18004	18028	18318	18404	18876	20012	20850	20738	20629	20790	20665	19527	18934	19084	19934	21349	23252	25256	24156	22315
20230417	17	4	2023	2	574	22.51	20828	19680	18882	18684	18748	19504	22055	24811	26015	26286	25878	25853	25723	25797	25431	24664	24323	24398	24746	25484	27208	28582	26318	23907
20230418	18	4	2023	3	594	21.98	22491	21315	20494	20137	20040	20562	22979	25794	27063	27081	26873	26724	26611	26524	25947	25173	24878	25027	25248	25964	27624	28862	26333	24036
20230419	19	4	2023	4	594	23.68	22623	21411	20651	20332	20260	20807	23322	26094	26951	27031	26512	26291	26382	26162	25687	25152	24940	25085	25273	26044	27534	28861	26504	24025
20230420	20	4	2023	5	596	24.96	22596	21473	20699	20445	20413	21103	23389	26024	27002	26998	26516	26190	26148	26085	25624	25113	24977	25348	25705	26475	27918	28866	26529	24047
20230421	21	4	2023	6	588	24.64	22687	21599	20782	20370	20355	20804	23094	25527	26559	26678	26314	26028	26062	26053	25585	24923	24672	24992	25417	25796	26556	27783	25726	23668
20230422	22	4	2023	7	528	22.68	22598	21636	20417	19963	19614	19631	19985	20468	21575	23318	23939	23673	23314	23353	22826	21841	21073	20966	21471	22348	23485	25076	23723	22061
20230423	23	4	2023	1	484	24.58	20578	19400	18407	17983	17812	17826	18179	18197	18798	20071	20697	20911	20544	20899	20655	19482	18822	19268	20158	21261	22842	24777	23848	22089
20230424	24	4	2023	2	576	25.09	20652	19548	18812	18538	18562	19262	21935	24540	25857	25995	26124	25975	26060	26050	25594	25140	24776	24947	25229	26022	27291	28684	26395	23912
20230425	25	4	2023	3	600	28.01	22609	21603	20846	20520	20407	20775	23204	25836	26870	26855	26658	26556	26599	26664	26205	25693	25641	25959	26191	26750	27906	28939	26710	24312
20230426	26	4	2023	4	606	27.48	23101	22056	21196	20751	20640	21071	23196	25750	26980	27109	27031	26884	27085	26929	26499	26076	25937	26131	26307	26941	27934	29167	26952	24519
20230427	27	4	2023	5	615	29.05	23274	22228	21332	20968	20854	21321	23530	26003	27122	27417	27205	27252	27493	27503	27111	26594	26543	26722	26943	27677	28770	29585	27231	24787
20230428	28	4	2023	6	606	28.86	23617	22296	21447	20977	20938	21317	23183	25407	26480	27170	27329	27168	27224	27288	27005	26376	26156	26180	26381	26694	27146	28016	26006	24014
20230429	29	4	2023	7	537	27.24	22942	21614	20502	19872	19565	19498	19983	20295	21431	22823	23655	24037	24267	24172	23907	22948	22584	22322	22593	23129	23655	25191	23820	22179
20230430	30	4	2023	1	486	25.27	20812	19730	18720	18094	17936	18008	18219	18014	18876	20268	21103	21121	21134	21523	21223	20349	19752	19841	20399	21115	21751	23545	22973	21359
20230501	1	5	2023	2	467	25.36	19928	18708	17881	17377	17136	17118	17520	17604	18124	19055	19740	19723	19698	20137	20081	19043	18518	18847	19583	20841	21945	23896	23281	21500
20230502	2	5	2023	3	569	27.56	20144	19109	18428	18079	18053	18667	21141	23289	24676	25322	25405	25448	25589	26014	25817	25261	25355	25625	25741	26189	27105	28148	26203	23856
20230503	3	5	2023	4	600	28.97	22488	21422	20494	20245	20115	20679	22860	25270	26449	26691	26567	26511	26986	27157	26823	26194	26025	26097	26102	26810	27854	28769	26890	24412
20230504	4	5	2023	5	602	26.59	23067	21908	21102	20853	20916	21376	23299	25506	26519	26448	26355	26186	26759	26831	26413	25939	25923	26204	26415	26875	27564	28687	26727	24292
20230505	5	5	2023	6	601	26.49	22958	21977	20934	20781	20607	21279	23354	25681	26712	26981	26973	26905	27115	27257	26694	26065	25758	25967	26220	26549	26918	27694	26113	23949
20230506	6	5	2023	7	532	26.19	22998	21680	20634	20051	19682	19560	20097	20500	21641	22676	23506	23254	23222	23205	22781	22131	21514	21753	22389	22997	23604	25166	24104	22460
20230507	7	5	2023	1	497	25.83	20925	19654	18800	18283	18061	18007	18353	18249	19071	20483	21384	21579	21749	21998	21496	20478	20265	20516	21045	21972	22972	24747	24304	22536
20230508	8	5	2023	2	589	27.72	21048	19914	19245	18969	18936	19658	22122	24562	25859	26224	26184	26337	26622	26888	26702	26264	26144	26179	26385	27102	27924	28944	26768	24349
20230509	9	5	2023	3	612	27.4	23144	22038	21189	20933	20718	21193	23120	25314	26786	27173	27490	27417	27673	27716	27303	26836	26834	26971	26890	27528	28174	28751	26605	24384
20230510	10	5	2023	4	604	24.4	23153	22001	21178	20796	20751	21052	23151	25392	26492	26772	26895	26799	26945	27036	26522	26105	25821	26107	26334	27198	28261	29033	26485	24041
20230511	11	5	2023	5	597	22.59	22881	21663	20868	20516	20346	20740	22856	25261	26273	26685	26612	26562	26646	26521	26054	25512	25269	25586	26050	26856	28097	28557	26542	24067
20230512	12	5	2023	6	587	21.37	22843	21767	20911	20546	20500	20943	23031	25208	26088	26067	25993	25843	26130	26012	25563	25151	25216	25202	25182	25806	26563	27300	25754	23533
20230513	13	5	2023	7	520	21.46	22567	21309	20316	19791	19530	19375	19781	20213	21245	22393	22969	22783	22739	22938	22615	21446	20864	20806	21326	22036	23129	24449	23478	21806
20230514	14	5	2023	1	481	23.32	20578	19483	18601	18053	17799	17718	18004	17717	18286	19108	19953	20325	20821	21616	21444	20141	19483	19357	20005	20903	22336	23953	23767	21945
20230515	15	5	2023	2	567	24.26	20642	19633	18979	18663	18642	19205	21511	23667	24985	25304	25441	25287	25297	25528	25462	24813	24784	24816	24892	25543	26681	27531	26023	23653
20230516	16	5	2023	3	591	23.52	22351	21297	20508	20132	19962	20568	22704	25078	26273	26427	26253	26243	26308	26162	25976	25381	25017	25294	25609	26307	27523	28668	26864	24252
20230517	17	5	2023	4	586	22.7	22804	21608	20743	20350	20367	20812	22701	24894	26056	26105	25870	25658	25702	25834	25305	24649	24494	24733	24996	25977	27375	28085	26295	24108
20230518	18	5	2023	5	589	21.74	22708	21555	20719	20465	20420	20817	22990	25060	25857	26202	26116	25835	26052	26259	25815	25028	24981	25226	25492	26106	27028	28004	26251	23913
20230519	19	5	2023	6	585	22.29	22592	21427	20654	20328	20258	20650	22761	25023	26262	26463	26332	26148	26031	26316	25948	25144	24811	24726	24984	25438	26038	27047	25689	23521
20230520	20	5	2023	7	521	22.12	22340	21163	20159	19705	19261	19156	19428	19746	20863	22121	22912	22896	22864	23176	22945	21918	21129	21194	21772	22688	23587	24777	23594	21977
20230521	21	5	2023	1	483	21.6	20518	19253	18297	17835	17485	17461	17597	17419	18027	19324	20401	20787	21103	21805	21841	20535	19686	19670	20291	21137	22371	24272	23921	22071
20230522	22	5	2023	2	583	22.33	20595	19386	18744	18428	18453	19164	21541	24193	25952	26505	26678	26715	26830	26981	26693	26102	25709	25663	25795	26399	27613	28352	26353	24058
20230523	23	5	2023	3	597	21.92	22504	21299	20624	20119	20090	20589	22600	24801	26363	26924	26845	26952	27200	27295	26868	26162	25702	25795	25997	26473	27386	28030	26281	23909
20230524	24	5	2023	4	593	23.14	22409	21143	20220	20001	19901	20448	22451	24801	26195	26591	26596	26522	26883	27161	26650	25850	25566	25670	25677	26296	27272	28122	26420	23984
20230525	25	5	2023	5	593	23.79	22412	21296	20350	20022	19966	20367	22313	24597	26031	26403	26565	26628	26951	27077	26740	26250	26017	26199	26030	26450	27021	27503	25946	23589
20230526	26	5	2023	6	579	23.5	21989	20938	20060	19755	19616	20051	22034	24539	26115	26657	26639	26625	26639	26575	26020	25107	24635	24876	24862	25060	25614	26315	25080	23055
20230527	27	5	2023	7	509	24.54	21835	20546	19613	19041	18740	18604	18683	19128	20260	21906	22809	23069	22903	23185	22658	21561	20890	20806	20943	21457	22206	23582	23007	21346
20230528	28	5	2023	1	469	23.84	19955	18663	17767	17260	16979	16992	16982	16957	17839	19107	20112	20338	20571	20821	20640	19642	19022	19195	19661	20582	21784	23133	23176	21379
20230529	29	5	2023	2	564	24.9	19844	18639	17975	17600	17754	18516	20759	23180	25106	25630	25632	25688	25932	26086	25822	25240	24994	24895	25255	25984	26876	27410	25882	23351
20230530	30	5	2023	3	588	24.56	21975	20724	19949	19571	19460	20095	22039	24405	26067	26434	26620	26473	26675	26858	26509	25799	25564	25800	25994	26454	27111	27544	26163	23804
20230531	31	5	2023	4	591	25.95	22404	21080	20217	19901	19747	20259	22141	24260	25717	26238	26572	26851	26983	27211	26787	26182	25919	25643	25890	26342	27133	27688	26337	23918
20230601	1	6	2023	5	607	25.31	22533	21195	20547	20114	19974	20404	22226	24721	26546	27158	27531	27643	27752	27929	27781	27172	26742	26527	26750	27247	28059	28384	27033	24746
20230602	2	6	2023	6	604	25.34	23042	21946	21030	20782	20742	21248	23021	25173	26767	27178	27225	27207	27439	27537	27065	26460	25994	26059	26363	26738	27180	27502	26410	24318
20230603	3	6	2023	7	529	25.88	22825	21520	20662	20128	19784	19674	19750	20181	21219	22431	23070	23178	23304	23662	23408	22273	21706	21824	22031	22585	23497	24338	23899	22125
20230604	4	6	2023	1	490	26.66	20721	19616	18746	18297	18045	17983	17939	17897	18625	19810	20621	20883	20992	21506	21564	20772	20110	20272	20875	21553	22672	24008	24239	22526
20230605	5	6	2023	2	590	27.56	20984	19729	19078	18780	18809	19506	21673	23969	25630	26015	26240	26450	26721	27133	27013	26573	26378	26564	26878	27446	28278	28459	26894	24690
20230606	6	6	2023	3	615	29.54	23192	21903	21137	20806	20806	21263	23101	25189	26941	27260	27186	27389	27493	27685	27276	26744	26714	27087	27530	27945	28774	29111	27592	25083
20230607	7	6	2023	4	634	25.86	23727	22447	21682	21272	21252	21786	23678	26029	27759	28546	28829	29214	29656	29793	29016	28293	27891	27634	27478	27969	28726	28871	27429	24898
20230608	8	6	2023	5	628	26.65	23380	22271	21430	21004	20984	21473	23200	25657	27395	28056	28424	28587	28985	29097	28588	27886	27469	27593	27572	28002	28804	29130	27729	25445
20230609	9	6	2023	6	615	27.75	23520	22395	21487	21110	20964	21396	23049	25351	26985	27777	27988	28229	28426	28116	27705	26995	26523	26578	26815	27140	27524	27790	26874	24730
20230610	10	6	2023	7	544	28	23355	21974	21012	20358	20086	19843	19835	20296	21550	22873	24010	23995	24263	24567	24214	23138	22586	22690	23016	23731	24144	24814	24591	22973
20230611	11	6	2023	1	509	28.29	21453	20249	19298	18817	18466	18439	18327	18335	19135	20369	21322	21796	22324	22742	22681	21740	21302	21502	22181	22881	23547	24431	24548	22964
20230612	12	6	2023	2	612	27.96	21399	20324	19607	19306	19337	19950	22340	24778	26642	27452	27859	28024	28503	28571	28460	27914	27795	27947	27592	27924	28586	28803	27403	25062
20230613	13	6	2023	3	628	27.07	23578	22414	21693	21368	21154	21582	23503	25586	27328	28203	28342	28586	29174	29442	28947	28213	27602	27515	27274	27831	28322	28265	27121	24881
20230614	14	6	2023	4	633	29.21	23407	22143	21425	20995	20820	21384	23266	25661	27448	28145	28271	28424	28953	29256	29006	28046	27975	28242	28333	28670	29269	29441	28405	26007
20230615	15	6	2023	5	644	30.55	24322	22997	22113	21564	21445	21801	23699	25876	27535	28205	28597	28657	29083	29470	29200	28705	28641	29015	29178	29583	29963	29767	28621	26321
