dia,mes,ano,diasem,dem,temp,dem1,dem2,dem3,dem4,dem5,dem6,dem7,dem8,dem9,dem10,dem11,dem12,dem13,dem14,dem15,dem16,dem17,dem18,dem19,dem20,dem21,dem22,dem23,dem24
2,11,2024,7,531,21.1,21073,19828,18844,18406,18239,18488,19349,20200,21100,22451,22970,22844,22805,23392,23547,22837,22730,23274,24986,25861,26321,25854,23966,22068
3,11,2024,1,512,21.27,20536,19289,18467,17875,17646,17516,18087,18551,19141,20659,21479,21849,21997,22541,22526,21681,21695,22396,24446,25843,26190,25743,24067,22098
4,11,2024,2,608,21.84,20563,19370,18769,18435,18615,19276,22178,25531,27234,27862,27378,27290,27342,27565,27471,27183,27154,27775,29133,29940,30717,29744,26787,24602
5,11,2024,3,632,22.56,22984,21782,20919,20635,20786,21325,23815,27271,28592,28198,27690,27116,27087,27471,27593,27533,27747,28236,29750,30804,31328,30278,27562,25050
6,11,2024,4,633,22.33,23270,21970,21219,20794,20786,21323,23839,27236,28555,28246,27638,27118,27146,27640,27726,27753,28117,28649,29685,30649,31484,30171,27472,24992
7,11,2024,5,635,21.98,23345,21908,21116,20978,20809,21442,23845,27231,28495,28373,28098,27649,27639,27697,27665,27546,27812,28543,30108,30848,31308,30258,27263,24935
8,11,2024,6,637,20.94,23364,22025,21199,20936,20887,21412,23890,27144,28651,28737,28773,28804,28744,29078,28761,27735,27720,28173,29693,30216,30163,29123,26759,24642
9,11,2024,7,559,20.95,23146,21728,20829,20313,20052,19984,20596,21653,22703,24181,24620,24457,24122,24327,24450,23574,23283,23709,25451,26088,26402,26180,24311,22513
10,11,2024,1,522,21.09,21170,19882,18922,18423,18074,18054,18618,19250,19660,20898,21907,21993,22277,23001,23182,22375,21928,22637,24624,25695,26509,26191,24415,22660
11,11,2024,2,623,19.57,21273,20187,19434,19182,19275,20091,23072,26750,28236,28159,27654,27101,27099,27467,27533,27242,27613,28417,30126,31085,31797,30763,27910,25462
12,11,2024,3,642,17.75,23845,22430,21654,21318,21388,21972,24506,28268,29609,29269,28686,27899,27952,27471,27593,27533,27747,28236,29750,30804,31328,30278,27562,25050
13,11,2024,4,684,14.7,23863,22551,21588,21372,21244,21837,24611,28219,30116,30755,31113,31555,31915,32148,31774,31039,30640,31200,32383,33217,33806,32347,29086,25990
14,11,2024,5,669,18.09,24040,22696,21693,21360,21310,22011,24555,28090,29847,30157,29863,29513,29556,29853,29949,29732,29783,30511,32010,32728,33144,32048,28824,26116
15,11,2024,6,665,19.61,24315,22922,21896,21629,21657,22300,25096,28775,30410,30527,30262,29911,29745,29840,29619,29147,28938,29721,31021,31300,31516,30588,27825,25664
16,11,2024,7,583,19.6,23999,22525,21360,20709,20484,20388,21143,22507,23693,25233,25936,25609,25464,25827,25676,25059,24713,25245,26817,27366,27670,27226,25428,23422
17,11,2024,1,543,19.57,21822,20495,19468,18960,18767,18742,19181,19942,20463,21848,22827,22960,22868,23570,23861,23223,23132,24007,25869,26857,27729,27304,25482,23371
18,11,2024,2,642,19.79,21750,20567,19789,19498,19635,20505,23557,27599,29444,29326,28980,28479,28269,28492,28507,28473,28649,29527,31214,31979,32593,31451,28385,25656
19,11,2024,3,657,20.2,23658,22354,21381,21085,21060,21694,24489,28309,30055,29879,29202,28640,28251,28425,28364,28364,28803,29904,31468,32332,32991,31839,28553,25744
20,11,2024,4,661,19.35,23870,22527,21591,21209,21194,21818,24560,28648,30075,29878,29293,28755,28686,28825,28683,28516,28709,30033,31793,32413,32899,31881,28748,25936
21,11,2024,5,678,18.9,23942,22509,21635,21229,21319,21998,24673,28552,30241,30485,30105,30155,30524,30930,30754,30362,30243,30899,32529,33113,33523,32409,29373,26553
22,11,2024,6,668,17.98,24637,23301,22293,21988,21915,22496,25294,28950,30433,30603,30127,29689,29360,29422,29134,29000,29109,29818,31396,31709,31915,30970,28324,25911
23,11,2024,7,590,19.24,24318,22695,21616,21019,20726,20599,21290,22865,24045,25343,25978,25845,25733,25898,25756,25151,25019,25584,27407,27808,28086,27727,25709,23742
24,11,2024,1,553,20.25,22026,20787,19640,18985,18718,18710,19171,20061,20720,22344,23401,23719,23668,24477,24764,23998,23737,24568,26558,27383,28210,27936,26053,23702
25,11,2024,2,655,20.26,21848,20590,19780,19543,19654,20575,23747,27807,29843,30146,30236,30063,30211,30387,29816,29232,29276,30265,31582,32048,32423,31272,28801,26026
26,11,2024,3,679,17.31,24209,22658,21793,21516,21518,22170,24870,29156,30893,30847,30151,30006,29846,30086,30141,29899,30157,31148,32567,33188,33777,33512,28762,26194
27,11,2024,4,682,17.83,24753,23280,22368,21985,21953,22619,25306,29644,31422,31281,30536,29657,29275,29334,29196,29188,29784,30815,32545,33464,34201,33043,29785,26950
28,11,2024,5,689,18.81,24875,23481,22630,22153,22267,22991,25721,29865,31709,31525,31066,30414,29669,29681,29624,29694,30135,31143,32833,33389,33961,33001,29900,26836
29,11,2024,6,675,20.24,24924,23433,22344,21985,21909,22613,25237,29270,31397,31489,30803,29990,29492,29440,29323,29137,29531,30491,31933,32082,32228,31273,28680,26411
30,11,2024,7,595,20.6,24713,23166,21953,21198,20930,20860,21729,23196,24601,25970,26146,25738,25236,25306,25360,25054,25127,26142,27661,27981,28347,27911,26164,24189
1,12,2024,1,565,18.7,22434,21044,20011,19352,19137,19180,19749,20642,21346,23046,24159,24466,24337,24818,25194,24519,24305,25287,27107,27859,28639,28261,26295,24093
2,12,2024,2,664,18.09,22339,20937,20162,19850,19959,20699,23716,28057,30154,30590,30253,30239,29968,30072,30103,29798,29861,30949,32163,32789,33384,32337,29215,26182
3,12,2024,3,682,17.2,24622,23138,22222,21876,21737,22516,25272,29184,30984,31061,30561,29795,29660,29845,29798,29814,30246,31112,32559,33199,33681,32578,29310,26802
4,12,2024,4,686,16.3,24734,23243,22284,21867,21843,22895,25655,29690,31252,30791,29991,29334,29762,30135,29786,29727,30148,31187,32871,33624,34293,33137,30338,27225
5,12,2024,5,685,18.43,25298,23723,22834,22384,22275,22959,25803,29694,31759,31600,31056,30248,29594,29587,29654,29814,30257,30855,32469,32660,32785,32044,29312,26729
6,12,2024,6,592,19.95,24789,22990,21878,21156,20791,20778,21396,22759,23830,25037,25651,25571,25405,25736,25730,25026,24967,25707,27543,27955,28330,28563,26462,24311
7,12,2024,7,583,19.03,22923,21404,20383,19847,19621,19804,20698,22219,23299,24813,25777,25524,25003,25236,25496,24962,24998,26042,27879,28388,28895,28606,26669,24723
8,12,2024,1,575,14.17,22764,21368,20338,19790,19478,19411,19847,20789,21594,23043,24011,24045,24049,24623,25241,24615,24576,25876,28201,29010,29751,29626,27661,25363
9,12,2024,2,685,12.97,23543,21916,20964,20623,20565,21478,24252,27793,29628,30572,30642,30427,30409,30760,31033,30819,31009,31909,33449,34181,35243,34304,31142,28049
10,12,2024,3,738,12.38,26122,24183,22990,22628,22578,23386,26485,31306,33926,33932,33591,32635,32239,32285,32531,32780,32975,33994,35580,36620,37215,36175,32778,29212
11,12,2024,4,769,11.41,27079,24989,23951,23630,23515,24250,27341,31864,34695,35230,35329,35052,34925,35259,35085,35231,35101,35685,37255,37333,37799,36127,32818,29465
12,12,2024,5,753,12.56,26849,24953,23855,23358,23312,24027,26919,31787,34555,34756,33976,33335,33111,33349,33274,33515,34191,35345,36579,36778,37281,36069,32795,29394
13,12,2024,6,741,13.79,26999,25162,24086,23518,23517,24187,27175,31822,34360,34810,34443,33577,33063,32762,32378,32146,32473,33448,34915,35265,35495,34653,31910,29139
14,12,2024,7,658,14.42,26856,24968,23578,22811,22408,22364,23207,24978,26613,28435,29361,28893,28202,28061,28152,27918,28176,29240,30940,31565,31903,31722,30036,27707
15,12,2024,1,627,14.25,25456,23382,22165,21325,20803,20802,21255,22345,23519,25338,26430,26596,26567,26723,26956,26620,26811,28178,30587,31725,32770,32564,30308,27342
16,12,2024,2,733,15.06,24849,22978,21975,21509,21623,22489,26081,31226,34407,34665,34130,32999,32384,32197,31914,32210,32835,34037,35765,36682,37453,36587,32971,29362
17,12,2024,3,749,14.98,26699,24655,23493,23082,23133,23795,27238,32067,34979,35319,34633,33651,32806,32605,32450,32223,32911,34325,36040,36812,37459,36554,32989,29298
18,12,2024,4,735,18.76,26562,24451,23244,22840,22896,23550,26828,31690,34487,34800,33778,32733,32182,31922,31707,31847,32411,33356,34993,35718,36413,35476,32163,28702
19,12,2024,5,722,18.58,26217,24347,23102,22587,22481,23071,26142,30513,33078,33503,33257,32426,32284,32330,31832,31357,31588,32758,34155,34838,35211,34582,31597,28598
20,12,2024,6,700,14.3,26260,24402,23106,22677,22587,23227,26067,30393,33205,33272,32105,30833,30112,29890,29396,29330,29944,31311,33125,33637,33799,33026,30592,27946
21,12,2024,7,632,14.73,25905,23836,22472,21717,21388,21413,22306,23956,25832,27627,27904,27277,26792,26845,26945,26664,26986,27849,29839,30452,31043,30911,28981,26720
22,12,2024,1,598,16.7,24462,22629,21264,20426,20057,20142,20733,21874,23187,25038,25963,25891,25504,25703,25929,25255,25369,26516,28658,29422,30043,30035,28306,25794
23,12,2024,2,645,14.66,23316,21399,20298,19728,19615,20191,22460,25750,28477,30029,29701,28622,27907,27980,28236,28169,28768,30039,31555,32030,32499,32099,29708,26840
24,12,2024,3,601,16.15,24433,22248,20838,20098,19809,20106,21774,24294,26517,28116,28105,27408,26626,26379,26127,25778,26081,27264,29357,29239,28178,26179,23535,22247
25,12,2024,4,514,16.93,21630,20680,19421,18416,17804,17701,18008,18637,19022,19977,21309,21913,21884,21900,21359,20522,20842,22136,24390,25386,26206,26463,25119,22834
26,12,2024,5,603,16.05,20974,19389,18414,17911,17751,18268,20331,23198,25656,27302,27885,27683,27349,27541,27356,26621,26925,27900,29547,30087,30671,30315,28197,25473
27,12,2024,6,632,15.34,23283,21385,20137,19603,19411,20005,22056,24941,27427,28997,29258,28703,28256,28114,27883,27393,27397,28706,30573,31094,31457,30998,28795,26243
28,12,2024,7,601,14.44,24143,22237,20768,20063,19649,19788,20804,22208,23878,25643,26546,26361,25864,25941,26047,25783,25872,26749,28916,29658,30228,30090,28185,25907
29,12,2024,1,581,14.21,23758,21817,20481,19693,19299,19327,19865,20757,21955,23466,24531,24673,24574,24955,25217,24852,24860,25803,28176,29214,30052,30103,28101,25394
30,12,2024,2,649,13.61,23112,21194,20142,19598,19462,20161,22340,25400,28204,29948,30089,29423,28651,28698,28638,28332,28590,29852,31618,32291,32823,32455,30200,27281
31,12,2024,3,624,13.1,24748,22419,20972,20163,19928,20400,21947,24248,26525,28378,29167,28669,27964,27761,27493,27217,27390,28442,30795,31100,30233,28385,25496,23992
1,1,2025,4,545,13.21,22915,22141,20898,19734,18953,18705,18890,19327,19470,19946,21004,21942,22525,23092,23336,22449,22708,23836,26317,27559,28611,28724,27150,24584
2,1,2025,5,666,13.86,22247,20569,19506,18933,18890,19665,22535,26161,29196,30938,31021,30413,29841,29785,30144,29857,30053,30919,32986,33898,34515,34047,31402,28091
3,1,2025,6,688,14.98,25529,23343,21875,21126,20907,21364,23911,27180,30009,31548,31743,31333,31228,31311,31196,30378,30472,31330,33042,33468,33808,33172,30618,27943
4,1,2025,7,625,16.28,25736,23514,21768,20905,20489,20579,21376,22944,24579,26593,27871,27654,27139,27390,27639,27350,27188,27838,29458,30051,30760,30810,28587,26321
5,1,2025,1,590,16.77,24174,22194,20700,19735,19389,19351,19914,20820,21916,23680,25250,25827,26210,27030,27320,26766,26680,26886,27809,27991,28634,28814,27276,25248
6,1,2025,2,565,16.24,23130,21266,19816,18960,18580,18680,19279,20138,21099,22822,24137,24787,24813,25131,24680,23649,23533,24477,26740,28010,28963,29073,27774,25197
7,1,2025,3,709,15.28,23131,21441,20454,20093,20219,21074,24407,28605,32083,33200,32987,32185,31585,31888,31990,31936,32290,33440,35373,36347,37226,36208,32339,28563
8,1,2025,4,736,17.54,26246,24155,22967,22447,22437,23292,26555,31286,34050,34375,33921,33168,32623,32672,32589,32364,32440,33663,35408,36373,37044,35699,32086,28452
9,1,2025,5,719,18.48,25997,24259,23202,22693,22684,23317,26408,30953,33457,33675,32979,32130,31386,31399,30906,30583,30866,31933,33982,35189,36056,35063,31719,28246
10,1,2025,6,712,18.95,26220,24326,23153,22781,22649,23332,26289,30834,33545,33651,33216,32326,31685,31349,30762,30389,30472,31405,33218,34110,34408,33608,30731,27943
11,1,2025,7,626,19.06,26177,24263,22736,21945,21618,21528,22215,23684,25437,27393,28573,28132,27356,27305,27452,26646,26241,26635,28313,29184,29793,29718,27744,25664
12,1,2025,1,585,16.19,23708,22065,20734,20106,19771,19838,20430,21350,22377,23919,25084,25010,24580,24540,24585,24082,24359,25179,27827,29861,30616,30537,28559,25961
13,1,2025,2,724,12.9,23865,22378,21499,21118,21169,22098,25810,31099,34432,34686,33690,32501,31621,31359,31158,31092,31664,32986,35544,36932,37983,36875,33124,29293
14,1,2025,3,766,12.85,26997,25356,24284,23832,23680,24518,27799,33225,36254,36396,35427,34231,33335,32873,32714,32487,32881,34000,36245,37991,39007,37976,34200,30500
15,1,2025,4,780,13.31,27831,26001,24742,24202,24201,24995,28490,33834,36888,37119,36057,34761,33834,33267,32756,32635,33355,34724,37150,38870,39812,38625,34826,31103
16,1,2025,5,787,13.23,28264,26195,24979,24455,24412,25226,28687,33866,37023,37037,36150,34957,34314,34227,33858,33937,34514,35464,37443,38856,39625,38434,34615,30881
17,1,2025,6,772,13.82,28405,26203,25080,24262,24152,24873,28065,33107,36034,36481,35573,35046,34429,34175,33615,33292,33456,34129,36083,37293,37616,36800,33651,30579
18,1,2025,7,677,14.86,28323,26185,24564,23709,23380,23471,24236,25872,27935,29848,30299,29836,28689,28506,28426,27933,27888,28648,30920,32410,33088,32992,30969,28604
19,1,2025,1,643,14.25,26185,24136,22683,21916,21577,21646,22259,23353,24554,26262,27246,27151,26872,27217,27603,27139,27336,28352,30862,32657,33716,33454,30979,27834
20,1,2025,2,770,14.41,25259,23409,22289,21827,21957,22823,26606,31819,35153,35998,36102,35938,36123,36251,36186,35712,35514,35915,37211,38207,38702,37422,33579,29764
21,1,2025,3,771,16.48,27441,25550,24188,23795,23593,24405,27653,32460,35179,35638,35915,35498,35174,35543,35154,34588,34195,34612,36003,37383,38048,36720,32991,29321
22,1,2025,4,743,17.8,26928,25242,23949,23410,23256,23967,27049,31594,34291,34734,34449,33485,33132,32996,32746,32331,32267,33067,34571,36001,36779,35709,32082,28831
23,1,2025,5,721,17.51,26603,24850,23546,23173,23036,23788,26595,31066,33552,33689,33067,32091,31626,31325,30753,30411,30619,31579,33425,35093,36027,35057,31718,28530
24,1,2025,6,715,18.5,26397,24580,23578,23183,22996,23704,26741,31486,33930,33867,32899,31701,31199,30907,30522,30308,30340,31107,32957,34474,34933,33792,30780,28124
25,1,2025,7,641,17.41,26318,24535,23271,22350,22007,21888,22613,24243,25880,27554,28674,28747,28798,29153,28756,27690,27046,27353,28695,30097,30517,30283,28194,25962
26,1,2025,1,608,17.61,24248,22661,21563,20775,20425,20434,21021,21957,22946,24533,25599,26084,26332,26937,27360,26569,26271,26894,28754,30209,31134,30778,28367,25775
27,1,2025,2,708,19.39,23618,22049,21205,20898,21033,21822,25518,30281,32680,33362,33295,32570,32040,32030,31874,31374,31525,32083,33511,35258,35934,34647,31124,27944
28,1,2025,3,734,15.4,26161,24572,23523,23144,22982,23800,26886,31739,33816,33958,33415,32959,32445,32128,31366,30813,31177,32465,34632,36585,37331,36111,32695,29321
29,1,2025,4,762,14.67,27164,25510,24483,24102,24001,24784,27898,32319,34331,34727,34798,34373,34300,35100,35110,34437,34090,34299,35332,36778,37346,35972,32370,28831
30,1,2025,5,747,14.32,27230,25630,24634,24225,24122,24929,27941,32118,34521,34666,34065,33207,32437,32346,31964,31831,32357,33306,34678,36308,37242,36225,32709,28530
31,1,2025,6,727,14.36,27800,25619,24407,23883,23836,24445,27854,32211,34283,34540,34128,32733,31693,31112,30559,30405,30573,31190,32641,34676,35093,34271,31314,28124
1,2,2025,7,647,14.5,26739,24765,23442,22563,22325,22302,23137,24817,26479,28146,29113,29278,28409,28256,28022,27173,26966,27480,29087,30506,31347,31386,29547,25962
2,2,2025,1,614,14.14,25142,23217,21800,21087,20742,20855,21402,22487,23620,24765,27124,26141,25804,26269,26661,25992,26062,26571,28950,30599,32753,31979,28367,25775
3,2,2025,2,727,14.36,24622,23102,22125,21758,21825,22951,26788,31596,34185,34502,34153,33169,32482,32223,31669,31226,31151,32139,33936,36323,37314,36412,32966,27944
4,2,2025,3,738,15.96,27048,25380,24332,23893,23934,24587,27869,32708,35334,35077,33655,32235,31424,30988,30473,30337,30813,31854,33777,36285,37414,36507,33102,29321
5,2,2025,4,739,16.03,27310,25466,24374,23957,24007,24677,28036,32983,35335,34988,33780,32305,31269,30804,30429,30175,30577,31856,33769,36255,37499,36671,33042,29676
6,2,2025,5,744,15.08,27322,25510,24543,24059,24012,24913,28032,32742,35170,35032,34027,32541,31756,31340,30916,30857,31183,32247,33993,36525,37536,36675,33279,29768
7,2,2025,6,753,14.44,27383,25646,24507,23942,23948,24791,28009,32768,35003,35310,34696,34124,33448,33723,33261,32536,32584,33374,34674,36142,36488,35198,31982,29051
8,2,2025,7,646,15.17,27077,25312,23893,23043,22681,22608,23301,24851,26459,28094,28875,28446,27681,27691,27316,26478,26202,27011,28627,30649,31528,31291,29470,27466
9,2,2025,1,604,16.41,25426,23495,22131,21444,21005,21093,21625,22585,23228,24541,25441,25437,25163,25284,25457,24696,24486,25377,27418,29988,31453,31613,29447,26630
10,2,2025,2,717,16.76,24374,22928,21943,21558,21597,22638,26211,30862,33332,33784,33883,33003,32330,32099,31607,31391,31424,31901,33107,35273,36333,35291,31687,28237
11,2,2025,3,724,17.24,26250,24658,23625,23213,23212,24031,27261,31896,33817,33708,32793,31614,30988,31042,30722,30705,31134,31866,33204,35423,36537,35413,31859,28758
12,2,2025,4,728,16.63,26675,24876,23827,23363,23360,24061,27127,31698,33533,33780,33314,32632,32447,32380,32003,31514,31077,31622,32973,35010,35928,34983,31562,28137
13,2,2025,5,710,17.67,26178,24554,23612,23125,23098,23796,27024,31688,33464,32922,31669,30576,30172,30075,29807,29879,29864,30701,32544,34600,35655,34935,31550,28355
14,2,2025,6,691,19.21,26537,24986,23871,23355,23357,24009,27230,31509,33275,32615,31355,29916,28918,28651,28214,27905,28206,29249,30799,33053,33651,32710,29892,27437
15,2,2025,7,624,18.79,25956,24445,23288,22592,22221,22132,22890,24318,25650,26981,27658,27286,26643,26917,26599,26000,25591,26119,27528,29492,30177,29919,28052,25878
16,2,2025,1,573,19.23,23901,22163,21018,20421,20185,20270,20726,21800,22368,23670,24456,24319,23904,23938,23803,23015,22969,23707,25499,28322,29893,29757,27792,25418
17,2,2025,2,675,18.5,23442,22117,21394,20995,20988,22044,25532,29949,31894,31743,31129,30023,29301,28839,28113,28018,28411,29434,31077,33647,34943,33982,30419,27270
18,2,2025,3,700,19.06,25509,24049,22913,22555,22533,23238,26428,30590,32372,32162,31538,30819,30572,30580,30108,29721,29699,30417,31648,34126,35313,34320,30743,27575
19,2,2025,4,689,19.17,25603,24112,23227,22746,22809,23371,26536,30827,32442,31998,30957,29986,29382,29154,28754,28437,28573,29237,30890,33705,35008,33815,30435,27435
20,2,2025,5,687,19.22,25612,23944,23148,22584,22577,23260,26473,30622,32108,31632,30888,30373,29651,29453,28778,28405,28426,29142,30751,33237,34527,33552,30341,27451
21,2,2025,6,696,18.17,25823,24277,23284,22976,22697,23389,26398,30487,31936,32239,31932,31620,31212,31112,30631,29994,29729,30046,30798,32951,33370,32513,29552,27070
22,2,2025,7,611,16.7,25387,23751,22523,21777,21407,21290,22082,23622,25111,26716,27163,26994,27143,27384,27129,26080,25294,25123,26142,28240,29381,29187,27213,25248
23,2,2025,1,567,17.93,23482,21871,20794,20147,19848,19852,20434,21202,21871,23193,24066,23857,23509,23862,23855,22856,22556,23299,25047,28167,29885,29798,27853,25225
24,2,2025,2,678,18.51,23252,21870,21046,20682,20853,21830,25429,30098,31915,31608,30986,29956,29733,29671,29373,29278,29144,29632,30974,33875,35039,34088,30570,27313
25,2,2025,3,704,17.86,25486,23887,22860,22247,22303,23071,26130,30277,31932,32045,31586,31110,31108,31402,31351,31029,30672,30557,31636,34215,35733,34594,31141,27893
26,2,2025,4,687,16.47,25948,24317,23370,23020,22918,23648,26776,31006,32526,31694,30246,29330,28425,27839,27666,27343,27779,28969,30774,33916,35460,34508,31274,28141
27,2,2025,5,705,16.36,26318,24746,23637,23290,23284,24076,27126,31112,32994,32770,31948,31209,30595,29994,29583,29174,29079,29966,31342,34063,35087,34138,31214,28268
28,2,2025,6,686,15.61,26416,24720,23638,23003,22969,23557,26441,29803,31208,31478,30979,30073,29758,29897,29568,28847,28657,29320,30445,32597,33388,32536,29875,27301
1,3,2025,7,625,13.95,25734,23970,22774,22152,21709,21732,22330,23569,24931,26586,27496,27616,27440,27452,27320,26645,26331,26775,27890,29593,30388,30418,28236,26088
2,3,2025,1,608,12.5,24201,22437,21240,20599,20357,20446,20894,21505,22410,24370,25949,26678,27118,27951,27955,26790,26267,26574,27673,29767,31072,30941,28957,26141
